Lambda[um],T
0.1,0.0
0.11,0.0
0.12,0.0
0.13,0.0
0.13999999999999999,0.0
0.14999999999999997,0.0
0.15999999999999998,0.0
0.16999999999999998,0.0
0.17999999999999997,0.0
0.18999999999999995,0.0
0.19999999999999996,0.0
0.20999999999999996,0.0
0.21999999999999995,0.0
0.22999999999999995,0.0
0.23999999999999994,0.0
0.24999999999999992,0.0
0.2599999999999999,0.0
0.2699999999999999,0.0
0.2799999999999999,0.0
0.2899999999999999,0.0
0.29999999999999993,0.0
0.30999999999999994,0.0
0.3199999999999999,0.0
0.32999999999999985,0.0
0.33999999999999986,0.0
0.34999999999999987,0.0
0.3599999999999999,0.0
0.3699999999999999,0.0
0.3799999999999999,0.0
0.3899999999999999,0.0
0.3999999999999998,0.0
0.4099999999999998,0.0
0.4199999999999998,0.0
0.4299999999999998,0.0
0.43999999999999984,0.0
0.44999999999999984,0.0
0.45999999999999985,0.0
0.46999999999999986,0.0
0.47999999999999976,0.0
0.48999999999999977,0.0
0.4999999999999998,0.0
0.5099999999999998,0.0
0.5199999999999998,0.0
0.5299999999999998,0.0
0.5399999999999998,0.0
0.5499999999999998,0.0
0.5599999999999997,0.0
0.5699999999999997,0.0
0.5799999999999997,0.0
0.5899999999999997,0.0
0.5999999999999998,0.0
0.6099999999999998,0.0
0.6199999999999998,0.0
0.6299999999999997,0.0
0.6399999999999997,0.0
0.6499999999999997,0.0
0.6599999999999997,0.0
0.6699999999999997,0.0
0.6799999999999997,0.0
0.6899999999999997,0.0
0.6999999999999996,0.0
0.7099999999999996,0.0
0.7199999999999996,0.0
0.7299999999999996,0.0
0.7399999999999997,0.0
0.7499999999999997,0.0
0.7599999999999997,0.0
0.7699999999999997,0.0
0.7799999999999997,0.0
0.7899999999999996,0.0
0.7999999999999996,0.0
0.8099999999999996,0.0
0.8199999999999996,0.0
0.8299999999999996,0.0
0.8399999999999996,0.0
0.8499999999999996,0.0
0.8599999999999995,0.0
0.8699999999999996,0.0
0.8799999999999996,0.0
0.8899999999999996,0.0
0.8999999999999996,0.0
0.9099999999999996,0.0
0.9199999999999996,0.0
0.9299999999999996,0.0
0.9399999999999996,0.0
0.9499999999999995,0.0
0.9599999999999995,0.0
0.9699999999999995,0.0
0.9799999999999995,0.0
0.9899999999999995,0.0
0.9999999999999996,0.0
1.0099999999999996,0.0
1.0199999999999996,0.0
1.0299999999999996,0.0
1.0399999999999996,0.0
1.0499999999999996,0.0
1.0599999999999996,0.0
1.0699999999999996,0.0
1.0799999999999996,0.0
1.0899999999999996,0.0
1.0999999999999996,0.0
1.1099999999999997,0.0
1.1199999999999997,0.0
1.1299999999999997,0.0
1.1399999999999997,0.0
1.1499999999999995,0.0
1.1599999999999995,0.0
1.1699999999999995,0.0
1.1799999999999995,0.0
1.1899999999999995,0.0
1.1999999999999995,0.0
1.2099999999999995,0.0
1.2199999999999995,0.0
1.2299999999999995,0.0
1.2399999999999995,0.0
1.2499999999999996,0.0
1.2599999999999996,0.0
1.2699999999999996,0.0
1.2799999999999996,0.0
1.2899999999999996,0.0
1.2999999999999994,0.0
1.3099999999999994,0.0
1.3199999999999994,0.0
1.3299999999999994,0.0
1.3399999999999994,0.0
1.3499999999999994,0.0
1.3599999999999994,0.0
1.3699999999999994,0.0
1.3799999999999994,0.0
1.3899999999999995,0.0
1.3999999999999995,0.0
1.4099999999999995,0.0
1.4199999999999995,0.0
1.4299999999999995,0.0
1.4399999999999995,0.0
1.4499999999999995,0.0
1.4599999999999995,0.0
1.4699999999999993,0.0
1.4799999999999993,0.0
1.4899999999999993,0.0
1.4999999999999993,0.6778
1.5099999999999993,0.6761
1.5199999999999994,0.6801
1.5299999999999994,0.6786
1.5399999999999994,0.6773
1.5499999999999994,0.6817
1.5599999999999994,0.6787
1.5699999999999994,0.6794
1.5799999999999994,0.679
1.5899999999999994,0.6797
1.5999999999999994,0.6795
1.6099999999999994,0.6792
1.6199999999999992,0.68
1.6299999999999992,0.6816
1.6399999999999992,0.6771
1.6499999999999992,0.678
1.6599999999999993,0.6799
1.6699999999999993,0.6798
1.6799999999999993,0.6811
1.6899999999999993,0.6797
1.6999999999999993,0.6807
1.7099999999999993,0.6825
1.7199999999999993,0.6799
1.7299999999999993,0.6823
1.7399999999999993,0.6837
1.7499999999999993,0.6821
1.7599999999999993,0.6827
1.7699999999999994,0.6819
1.7799999999999994,0.6793
1.7899999999999991,0.684
1.7999999999999992,0.6837
1.8099999999999992,0.6828
1.8199999999999992,0.6815
1.8299999999999992,0.6828
1.8399999999999992,0.6833
1.8499999999999992,0.6851
1.8599999999999992,0.6821
1.8699999999999992,0.6838
1.8799999999999992,0.6831
1.8899999999999992,0.6836
1.8999999999999992,0.6842
1.9099999999999993,0.684
1.9199999999999993,0.6838
1.9299999999999993,0.684
1.939999999999999,0.6857
1.949999999999999,0.6858
1.959999999999999,0.6866
1.969999999999999,0.6852
1.979999999999999,0.6849
